 -19.500000  2005.000000  -1455.774172
 -19.500000  2015.000000  -1455.774172
 -19.500000  2025.000000  -1455.774172
 -19.500000  2035.000000  -1455.774172
 -19.500000  2045.000000  -1455.774172
 -19.500000  2055.000000  -1455.774172
 -19.500000  2065.000000  -1455.774172
 -19.500000  2075.000000  -1455.774172
 -19.500000  2085.000000  -1455.774172
 -19.500000  2095.000000  -1455.774172
 -19.500000  2105.000000  -1455.774172
 -19.500000  2115.000000  -1455.774172
 -19.500000  2125.000000  -1455.774172
 -19.500000  2135.000000  -1455.774172
 -19.500000  2145.000000  -1455.774172
 -19.500000  2155.000000  -1455.774172
 -19.500000  2165.000000  -1455.774172
 -19.500000  2175.000000  -1455.774172
 -19.500000  2185.000000  -1455.774172
 -19.500000  2195.000000  -1455.774172
 -19.500000  2205.000000  -1455.774172
 -19.500000  2215.000000  -1455.774172
 -19.500000  2225.000000  -1455.774172
 -19.500000  2235.000000  -1455.774172
 -19.500000  2245.000000  -1455.774172
 -19.500000  2255.000000  -1455.774172
 -19.500000  2265.000000  -1455.774172
 -19.500000  2275.000000  -1455.774172
 -19.500000  2285.000000  -1455.774172
 -19.500000  2295.000000  -1455.774172
 -19.500000  2305.000000  -1455.774172
 -19.500000  2315.000000  -1455.774172
 -19.500000  2325.000000  -1455.774172
 -19.500000  2335.000000  -1455.774172
 -19.500000  2345.000000  -1455.774172
 -19.500000  2355.000000  -1455.774172
 -19.500000  2365.000000  -1455.774172
 -19.500000  2375.000000  -1455.774172
 -19.500000  2385.000000  -1455.774172
 -19.500000  2395.000000  -1455.774172
 -19.500000  2405.000000  -1455.774172
 -19.500000  2415.000000  -1455.774172
 -19.500000  2425.000000  -1455.774172
 -19.500000  2435.000000  -1455.774172
 -19.500000  2445.000000  -1455.774172
 -19.500000  2455.000000  -1455.774172
 -19.500000  2465.000000  -1455.774172
 -19.500000  2475.000000  -1455.774172
 -19.500000  2485.000000  -1455.774172
 -19.500000  2495.000000  -1455.774172
 -19.500000  2505.000000  -1455.774172
 -19.500000  2515.000000  -710.8650845
 -19.500000  2525.000000  -561.4053492
 -19.500000  2535.000000  -495.0776948
 -19.500000  2545.000000  -392.3475414
 -19.500000  2555.000000  -381.0597704
 -19.500000  2565.000000  -378.6729712
 -19.500000  2575.000000   -387.447596
 -19.500000  2585.000000  -415.7237271
 -19.500000  2595.000000  -430.6400106
 -19.500000  2605.000000  -441.9198407
 -19.500000  2615.000000  -501.8601481
 -19.500000  2625.000000  -466.5106903
 -19.500000  2635.000000  -504.3555846
 -19.500000  2645.000000  -474.5996445
 -19.500000  2655.000000  -414.3070633
 -19.500000  2665.000000  -395.4335037
 -19.500000  2675.000000  -343.3061631
 -19.500000  2685.000000  -296.0211869
 -19.500000  2695.000000  -270.4708313
 -19.500000  2705.000000  -233.4313438
 -19.500000  2715.000000  -220.9259418
 -19.500000  2725.000000  -216.8380363
 -19.500000  2735.000000  -194.1980907
 -19.500000  2745.000000  -190.1185862
 -19.500000  2755.000000  -173.9960444
 -19.500000  2765.000000   -172.270437
 -19.500000  2775.000000  -167.4569987
 -19.500000  2785.000000   -145.835892
 -19.500000  2795.000000  -144.8146118
 -19.500000  2805.000000  -136.1960951
 -19.500000  2815.000000  -127.6958345
 -19.500000  2825.000000  -124.6863469
 -19.500000  2835.000000   -118.898764
 -19.500000  2845.000000  -120.7850189
 -19.500000  2855.000000  -126.0157956
 -19.500000  2865.000000  -144.2541473
 -19.500000  2875.000000  -213.9488012
 -19.500000  2885.000000  -259.3930043
 -19.500000  2895.000000  -369.5402781
 -19.500000  2905.000000  -1019.637171
 -19.500000  2915.000000  -2718.250851
 -19.500000  2925.000000  -817722.4112
 -19.500000  2935.000000  -24250.74583
 -19.500000  2945.000000  -2645.694684
 -19.500000  2955.000000  -1123.708898
 -19.500000  2965.000000  -572.3348179
 -19.500000  2975.000000  -378.8439307
 -19.500000  2985.000000  -242.2047646
 -19.500000  2995.000000  -160.0517872
 -19.500000  3005.000000  -112.8216808
 -19.500000  3015.000000   -76.1733174
 -19.500000  3025.000000  -57.64620496
 -19.500000  3035.000000  -39.99380667
 -19.500000  3045.000000  -28.81942988
 -19.500000  3055.000000  -21.00590514
 -19.500000  3065.000000  -15.74865097
 -19.500000  3075.000000  -10.98601994
 -19.500000  3085.000000  -7.833782375
 -19.500000  3095.000000    -5.9484565
 -19.500000  3105.000000  -3.989633672
 -19.500000  3115.000000  -3.198602141
 -19.500000  3125.000000  -2.229273601
 -19.500000  3135.000000  -1.661301037
 -19.500000  3145.000000   -1.09434327
 -19.500000  3155.000000  -0.8731442237
 -19.500000  3165.000000  -0.7101705364
 -19.500000  3175.000000  -0.5076246054
 -19.500000  3185.000000  -0.4383976607
 -19.500000  3195.000000  -0.3489569622
 -19.500000  3205.000000  -0.3053952076
 -19.500000  3215.000000  -0.2842228853
 -19.500000  3225.000000  -0.2570615679
 -19.500000  3235.000000  -0.2405537027
 -19.500000  3245.000000  -0.2433606218
 -19.500000  3255.000000  -0.2298340536
 -19.500000  3265.000000  -0.2267797648
 -19.500000  3275.000000  -0.2304478456
 -19.500000  3285.000000  -0.2381986175
 -19.500000  3295.000000  -0.2543287195
 -19.500000  3305.000000  -0.2735742926
 -19.500000  3315.000000  -0.2902969974
 -19.500000  3325.000000  -0.3111704139
 -19.500000  3335.000000  -0.351884536
 -19.500000  3345.000000  -0.3839601019
 -19.500000  3355.000000  -0.4362453038
 -19.500000  3365.000000  -0.4686911048
 -19.500000  3375.000000  -0.4918408243
 -19.500000  3385.000000  -0.5009901066
